Transaction ID,Date and Time,Sender Account No.,Sender Country,Receiver Account No.,Amount,Week
CXYIX2488109709,6/14/2024 5:48,310797000000000.0,Uzbekistan,53425760583,1925.72,24
TXNXL2918017061,6/14/2024 5:51,421963000000000.0,Malta,66234196822,174.4,24
NBRNO9413072558,6/14/2024 5:56,578894000000000.0,South Africa,15648806258,95.49,24
GTJCO8120162114,6/14/2024 5:57,615364000000000.0,Myanmar,56927188861,159.07,24
EDXWU3485793644,6/14/2024 6:06,532280000000000.0,Canada,19899925167,617.73,24
MJGUE0021901938,6/14/2024 6:09,588921000000000.0,Philippines,17581534681,364.37,24
TUGVU7321992698,6/14/2024 6:11,300301000000000.0,New Zealand,59192153072,1663.35,24
DSSXD2007913823,6/14/2024 6:28,310730000000000.0,Oman,53823524468,634.39,24
RRARL9882293155,6/14/2024 6:35,430641000000000.0,South Korea,57180512935,1981.82,24
AWCBI1739282754,6/14/2024 6:38,750662000000000.0,Peru,66751380407,1063.02,24
KAKVM6329419356,6/14/2024 6:57,832959000000000.0,Sri Lanka,25286139679,1240.12,24
NHPKB7720063170,6/14/2024 7:04,513053000000000.0,Mongolia,67743406451,1236.76,24
QOXIO8244676023,6/14/2024 7:06,523459000000000.0,Uzbekistan,53736233632,227.2,24
IOMBH9162598103,6/14/2024 7:09,15651800000000.0,Croatia,65940052471,1095.29,24
BGVFQ7881878926,6/14/2024 7:17,225668000000000.0,Cuba,67402108820,1962.05,24
LAAXV1135675378,6/14/2024 7:19,48492800000000.0,Oman,66480758812,1062.23,24
SRVRM7808641209,6/14/2024 7:21,550779000000000.0,Israel,67183589290,1731.76,24
BOJRX7220663579,6/14/2024 7:25,273681000000000.0,Hungary,66986458689,1864.27,24
NRTAI9147187789,6/14/2024 7:25,587359000000000.0,Cambodia,57570363021,884.36,24
ICKFY1665766595,6/14/2024 7:28,322517000000000.0,Slovakia,63073844231,671.42,24
PSMSD6413476652,6/14/2024 7:31,70985700000000.0,Zimbabwe,63284355181,393.8,24
FUXUP3071316484,6/14/2024 7:32,416741000000000.0,Serbia,56583606890,1478.26,24
ZHZBD3379768407,6/14/2024 7:37,176926000000000.0,China,67671182782,1807.02,24
BQEIF0153876403,6/14/2024 7:38,488376000000000.0,France,69291096900,494.74,24
OICLY0939103278,6/14/2024 7:42,292577000000000.0,Jordan,56927793733,410.18,24
GFXSS6616553067,6/14/2024 7:45,572275000000000.0,Uzbekistan,23164929741,1961.27,24
RMWFT1003102942,6/14/2024 7:50,656766000000000.0,Pakistan,66970151649,940.02,24
XVLDY6090913915,6/14/2024 7:52,169727000000000.0,Singapore,57383251954,383.34,24
WFKYT1102893489,6/14/2024 7:55,234537000000000.0,Austria,24511828239,1361.17,24
EMEOO2143730115,6/14/2024 7:56,874481000000000.0,South Korea,57808645078,626.94,24
GRKCD1444181125,6/14/2024 7:58,806236000000000.0,UK,67805911453,1362.84,24
ASZVT6829096568,6/14/2024 8:08,981590000000000.0,Portugal,56136051531,918.72,24
BNBFT7423098310,6/14/2024 8:14,634589000000000.0,Argentina,56771193861,1100.81,24
RRCDV1998181426,6/14/2024 8:19,686576000000000.0,Bangladesh,66928729546,1380.0,24
BPOAV1995460286,6/14/2024 8:25,353283000000000.0,Uzbekistan,57968187782,1606.07,24
DPLKJ5076107084,6/14/2024 8:31,379628000000000.0,Afghanistan,56099786920,1623.83,24
EHBRQ2988143622,6/14/2024 8:31,603246000000000.0,Panama,67743406451,1679.63,24
IUAOM5554927127,6/14/2024 8:33,354957000000000.0,Poland,63179698787,666.87,24
GNDDI0189984520,6/14/2024 8:38,485030000000000.0,Iraq,29435382480,1261.37,24
BXAUT3009598632,6/14/2024 8:40,894958000000000.0,Afghanistan,56954013118,1045.54,24
UXLCX6074512669,6/14/2024 8:42,72374600000000.0,Hungary,63443363500,1597.19,24
PJTGH1025688883,6/14/2024 9:00,982613000000000.0,Germany,61505087588,1648.14,24
YHMJY3201906429,6/14/2024 9:01,641379000000000.0,Yemen,66529996018,301.88,24
XXCOX0461742569,6/14/2024 9:03,640890000000000.0,Nepal,57334625425,1970.98,24
UHDNR9839005827,6/14/2024 9:08,325840000000000.0,Peru,62058630776,1520.34,24
CLTTM3607203863,6/14/2024 9:12,297716000000000.0,Uganda,53950866861,706.18,24
ANJYG6055064030,6/14/2024 9:21,163881000000000.0,Belgium,66952552339,1362.51,24
AAFJU1462211934,6/14/2024 9:23,420017000000000.0,South Korea,53050227482,1989.29,24
KFLZJ6150906331,6/14/2024 9:23,987450000000000.0,Morocco,16022901055,751.24,24
YSHCU6583930968,6/14/2024 9:24,496092000000000.0,Pakistan,63214928071,61.28,24
UTFXW3325211403,6/14/2024 9:25,772057000000000.0,Australia,56995008549,4023.08,24
XHHKS1768008158,6/14/2024 9:31,350439000000000.0,El Salvador,27826686227,159.08,24
GVLPK9944157411,6/14/2024 9:44,678250000000000.0,Sri Lanka,57768379063,157.02,24
QCYJN4536424932,6/14/2024 9:58,968078000000000.0,Mauritius,11357944956,1595.29,24
CSBRH8847867489,6/14/2024 9:59,109013000000000.0,Belgium,56546195179,621.55,24
YKAYC7365225797,6/14/2024 10:01,333402000000000.0,Costa Rica,53427709800,884.08,24
WGKNM4018581755,6/14/2024 10:02,900858000000000.0,Sweden,51249390676,1255.33,24
CJJIF9930942121,6/14/2024 10:02,536155000000000.0,Netherlands,57325838107,1837.97,24
IKLGG8360724058,6/14/2024 10:06,769261000000000.0,Sweden,56798579593,1527.07,24
CVMPP1444098544,6/14/2024 10:14,324805000000000.0,Canada,39323222395,1702.16,24
BSYVB0017007101,6/14/2024 10:14,762251000000000.0,Belgium,67539115969,545.57,24
AQGGD3040835307,6/14/2024 10:23,985017000000000.0,Germany,56004774879,970.24,24
KKLDT9688403953,6/14/2024 10:24,355057000000000.0,Angola,63134243039,1771.35,24
OHRML2399735446,6/14/2024 10:25,298861000000000.0,Saudi Arabia,56486047348,1181.0,24
NXJXG1652556662,6/14/2024 10:27,426312000000000.0,Colombia,66987484329,145.89,24
DVWIN5072240057,6/14/2024 10:28,565080000000000.0,Czech Republic,10900272766,225.72,24
NSDOL0245879474,6/14/2024 10:34,427233000000000.0,Brazil,66874469707,868.19,24
MCNCX3062772871,6/14/2024 10:40,650864000000000.0,Hong Kong,51996693068,1565.78,24
AQTBH9489218384,6/14/2024 10:42,663270000000000.0,Uganda,38483591230,733.94,24
CKILT3787299554,6/14/2024 10:42,27745700000000.0,Oman,56690343032,1524.49,24
HPHZJ4309254239,6/14/2024 10:49,313911000000000.0,Spain,56098970935,1446.91,24
WXEWK8408691582,6/14/2024 10:54,708108000000000.0,Sweden,56849625967,996.24,24
SNHHM5569045065,6/14/2024 10:57,163819000000000.0,Syria,63298855576,1240.89,24
DYRYE2586873242,6/14/2024 11:03,524194000000000.0,Portugal,67159397590,1062.36,24
SOTYZ4387534473,6/14/2024 11:03,677310000000000.0,Syria,53866126010,814.65,24
PGYJX1937801482,6/14/2024 11:05,196984000000000.0,Saudi Arabia,16325651672,261.32,24
XGUWH1249598986,6/14/2024 11:05,551023000000000.0,Peru,67504486816,915.23,24
BIUBB7157949284,6/14/2024 11:09,347533000000000.0,Slovakia,66009594537,290.03,24
TZOOL0377251429,6/14/2024 11:12,682661000000000.0,Zimbabwe,14926312572,1756.37,24
EQBNT6513740043,6/14/2024 11:17,607821000000000.0,Israel,56861730174,506.46,24
IGZBS9508478785,6/14/2024 11:18,694154000000000.0,Oman,63430597561,1467.64,24
CARLX0481285247,6/14/2024 11:19,785361000000000.0,Myanmar,29435382480,586.03,24
TTFFV6939637414,6/14/2024 11:20,516435000000000.0,Bhutan,26408806763,1602.11,24
ZIZDZ7827891618,6/14/2024 11:23,799928000000000.0,South Korea,51015491504,473.06,24
HOFJR9707860857,6/14/2024 11:31,230183000000000.0,Costa Rica,62502037897,1406.61,24
YTMNV8753824835,6/14/2024 11:42,260188000000000.0,Bahrain,18468947612,718.87,24
VPGDB9065956620,6/14/2024 11:54,996994000000000.0,New Zealand,67742146414,1980.24,24
OHZLA1624629934,6/14/2024 11:55,416132000000000.0,Zambia,56141945444,134.78,24
QCNBD9844284540,6/14/2024 11:57,974634000000000.0,Libya,67030514673,1690.47,24
CZZEA3644307214,6/14/2024 11:58,210992000000000.0,Sweden,63934332842,1572.64,24
FCMPQ0961983802,6/14/2024 12:00,289334000000000.0,Serbia,66324549024,1830.47,24
JSXTK3730552564,6/14/2024 12:08,439735000000000.0,Botswana,53442551018,45.24,24
QVHEM5739810941,6/14/2024 12:09,795540000000000.0,Netherlands,10065133786,1250.47,24
BNCGR3171967570,6/14/2024 12:09,692809000000000.0,Belgium,29856883654,63.09,24
YMTHF1716108802,6/14/2024 12:10,171163000000000.0,USA,67346835149,144.12,24
QQEAF2656273547,6/14/2024 12:12,688765000000000.0,Canada,63973079205,1645.28,24
DAEVM9936806226,6/14/2024 12:14,455086000000000.0,UK,66319794981,729.72,24
MVFCL0010651238,6/14/2024 12:16,796722000000000.0,Myanmar,53827097063,1543.05,24
OPZJD2671404349,6/14/2024 12:21,430739000000000.0,Fiji,39042908265,1452.44,24
SMMVJ0906389835,6/14/2024 12:33,144852000000000.0,Philippines,51267899778,855.82,24
AXVYY3910198768,6/14/2024 12:38,419219000000000.0,Fiji,30601711025,1379.21,24
CLCRL0343436935,6/14/2024 12:38,626479000000000.0,Bhutan,56399691201,1123.08,24
CNUKJ3001911820,6/14/2024 12:48,829419000000000.0,Iraq,13296116868,392.55,24
GWNYO0135502505,6/14/2024 12:59,503794000000000.0,USA,53319615470,1349.77,24
ZWPTS7915242512,6/14/2024 13:00,957566000000000.0,Singapore,57654583724,1625.31,24
OBSYX6340620679,6/14/2024 13:01,72915700000000.0,Nigeria,55712952990,1011.13,24
FUTBD6687199478,6/14/2024 13:03,819217000000000.0,Syria,66427678392,1790.36,24
XESHQ5841053171,6/14/2024 13:05,330226000000000.0,Hungary,21794224427,1923.62,24
XTUOP0295310432,6/14/2024 13:07,346284000000000.0,Italy,56987749536,948.88,24
BIPSF2822812477,6/14/2024 13:12,254279000000000.0,Greece,66419729006,1982.71,24
APQMJ5804053036,6/14/2024 13:14,536641000000000.0,UK,59264474927,1449.17,24
UKNCZ6396939775,6/14/2024 13:15,961020000000000.0,Switzerland,53370508146,459.62,24
NLDQF1341917115,6/14/2024 13:25,832419000000000.0,Hungary,30520740142,610.54,24
VNMLX7683825621,6/14/2024 13:27,141829000000000.0,Maldives,62963283146,725.41,24
LTFNT9446254044,6/14/2024 13:28,272685000000000.0,Spain,66480488188,1848.04,24
RZWBD9210151884,6/14/2024 13:30,592338000000000.0,Uganda,67397115861,521.72,24
SSKRH8480120923,6/14/2024 13:31,578479000000000.0,Italy,57529480208,273.03,24
GVIYV8518001056,6/14/2024 13:36,238191000000000.0,Uganda,67533641281,1154.52,24
EQZWV0467937516,6/14/2024 13:41,881564000000000.0,Bhutan,54759202791,1044.44,24
GXSRO5725492005,6/14/2024 13:48,972582000000000.0,Belgium,23069167909,1472.52,24
KLOBT8675630412,6/14/2024 13:51,217639000000000.0,Uganda,22117763964,558.61,24
OHVGE8961483360,6/14/2024 14:03,827770000000000.0,Sudan,59729373299,512.45,24
ILSUC7353637079,6/14/2024 14:06,545105000000000.0,Philippines,58787290834,28.76,24
WGQGL7474316710,6/14/2024 14:07,325840000000000.0,Peru,67322770258,1741.21,24
OFMFG9306095718,6/14/2024 14:16,89281400000000.0,Hong Kong,66645951404,525.43,24
CPUSF4545375183,6/14/2024 14:16,862696000000000.0,Singapore,67302523096,67.52,24
VDQGE1037692116,6/14/2024 14:18,8090920000000.0,Brazil,53272999649,1515.71,24
IRCIA6757508413,6/14/2024 14:20,132041000000000.0,South Africa,39642675546,614.1,24
IHDAZ8272572710,6/14/2024 14:26,749395000000000.0,USA,53188119929,1616.21,24
XCUTB2223329284,6/14/2024 14:27,277646000000000.0,Libya,66027336676,1243.71,24
ZWURA7145906866,6/14/2024 14:29,352588000000000.0,Czech Republic,53514732155,1245.39,24
HYQUS7149685502,6/14/2024 14:33,274387000000000.0,Iran,52177486563,1336.2,24
SMIMB6025246424,6/14/2024 14:36,557525000000000.0,Cambodia,24241735452,1716.79,24
LNHPS9758699617,6/14/2024 14:38,811634000000000.0,Slovakia,11587094190,972.32,24
VLLMJ5561976315,6/14/2024 14:41,409844000000000.0,UAE,26476608030,1331.22,24
RJGPA1922490753,6/14/2024 14:43,134375000000000.0,Morocco,54801079905,1405.48,24
PNWXK9742837317,6/14/2024 14:46,439669000000000.0,Russia,56117791576,1312.35,24
RPRNY4376175186,6/14/2024 14:47,8100430000000.0,Sri Lanka,67982920034,1921.22,24
HPOXK6231416764,6/14/2024 14:48,491282000000000.0,Iran,67024896636,1364.66,24
UOORS4092085103,6/14/2024 14:48,403009000000000.0,Uzbekistan,57253785460,1479.08,24
WGGZY2607338414,6/14/2024 14:48,917143000000000.0,Uzbekistan,51293975537,1439.75,24
IMGFE9484581064,6/14/2024 14:48,440530000000000.0,Malaysia,67762739141,1694.93,24
SQZMO8461878886,6/14/2024 14:50,322533000000000.0,Norway,12478137280,1162.67,24
EWZHE1662984450,6/14/2024 15:01,536155000000000.0,Netherlands,63782464094,625.15,24
MRAIS7182991946,6/14/2024 15:08,289711000000000.0,Mongolia,63760676070,527.61,24
PHSGQ0899432158,6/14/2024 15:08,150728000000000.0,Greece,56371254318,1305.65,24
XQDHI2041778874,6/14/2024 15:08,199136000000000.0,Morocco,58724689739,810.29,24
HLOOF5417938184,6/14/2024 15:11,893046000000000.0,Peru,66144561234,1651.03,24
WLJLP2926416868,6/14/2024 15:12,927341000000000.0,Singapore,67583169156,446.11,24
FXRWZ6301476707,6/14/2024 15:14,348952000000000.0,Tanzania,66309844645,1644.76,24
SCSXX5753764086,6/14/2024 15:15,844037000000000.0,Hungary,53910991140,1408.84,24
PXNVX5750147233,6/14/2024 15:15,606006000000000.0,Switzerland,61098185338,878.17,24
MYLWJ7519562943,6/14/2024 15:16,732890000000000.0,Maldives,56079385410,8920.0,24
COAEH9701098885,6/14/2024 15:26,537670000000000.0,Croatia,53774377662,146.2,24
TWXLG2353481154,6/14/2024 15:26,947518000000000.0,Maldives,67614956060,578.42,24
IPHNN6803139760,6/14/2024 15:33,985864000000000.0,Pakistan,60095799472,1698.68,24
GHNMH3971281966,6/14/2024 15:39,691620000000000.0,Belgium,53042531600,425.49,24
CLQZF5385770927,6/14/2024 15:43,188553000000000.0,Kuwait,67365989284,256.62,24
ZKGGP3668395705,6/14/2024 15:50,401629000000000.0,Maldives,34403319795,974.2,24
RRTBS0483907767,6/14/2024 15:58,260715000000000.0,Uganda,17561861440,1249.55,24
DUJUQ6463982231,6/14/2024 15:59,89873900000000.0,Slovakia,10756250638,1181.8,24
SOVLI4455499666,6/14/2024 16:02,743642000000000.0,Afghanistan,66155365539,1914.99,24
SRZFT7210552292,6/14/2024 16:08,559206000000000.0,Belgium,56943526654,164.35,24
SJAWZ2630000053,6/14/2024 16:20,239627000000000.0,Indonesia,63688759362,532.44,24
SRPCB1521071767,6/14/2024 16:24,260837000000000.0,Switzerland,35612237480,864.66,24
WTVNY1431784775,6/14/2024 16:26,437799000000000.0,Spain,56665365217,21.78,24
BFAQN2408142167,6/14/2024 16:32,89772700000000.0,Denmark,30271007540,1853.77,24
KFGGA1774831045,6/14/2024 16:32,669989000000000.0,Oman,65386518453,244.22,24
UOUGB0219168487,6/14/2024 16:37,732558000000000.0,Uganda,67677258647,367.66,24
QVLZE8283031229,6/14/2024 16:39,599729000000000.0,Ecuador,56300756408,1670.36,24
ECPAZ7166068029,6/14/2024 16:43,452202000000000.0,Iran,53576788407,442.6,24
EGXMS9241738398,6/14/2024 16:46,271304000000000.0,Poland,64912352166,202.85,24
JSYRA0077784726,6/14/2024 16:48,811243000000000.0,Kuwait,39553551573,1526.22,24
VAPRG7893402439,6/14/2024 16:50,485813000000000.0,Czech Republic,67583526901,1919.17,24
INZGY2027003758,6/14/2024 16:51,965772000000000.0,Germany,67524153798,1300.9,24
WMINQ4938780659,6/14/2024 17:02,90843600000000.0,Germany,64060723548,750.78,24
FYHZM6448850617,6/14/2024 17:06,234638000000000.0,Ecuador,57103591859,385.52,24
OLJDV3399831996,6/14/2024 17:11,734223000000000.0,Bangladesh,54594206984,720.61,24
SELCL3231518131,6/14/2024 17:11,333028000000000.0,Indonesia,23454368637,1838.03,24
ZUALO3099867183,6/14/2024 17:12,973986000000000.0,Bulgaria,53894077439,97.76,24
IIESO9669571091,6/14/2024 17:16,17754400000000.0,Denmark,30291577746,171.2,24
UHZFY4001343856,6/14/2024 17:21,647649000000000.0,South Korea,35455390486,1645.59,24
GAKOE1720240100,6/14/2024 17:23,898516000000000.0,Morocco,18147026424,296.69,24
RHKHS2277602843,6/14/2024 17:24,574317000000000.0,Maldives,66861502007,1214.57,24
EZOJJ4330805329,6/14/2024 17:24,321156000000000.0,Sri Lanka,56081721855,1618.88,24
KEXSW3024906646,6/14/2024 17:29,111456000000000.0,Uganda,66627408926,1354.18,24
IBJQV8722279083,6/14/2024 17:29,708255000000000.0,Dominican Republic,37812870935,783.72,24
CHJAJ8435959956,6/14/2024 17:31,509941000000000.0,Uzbekistan,67534865270,1838.69,24
FEPBC8486137645,6/14/2024 17:31,755833000000000.0,Myanmar,56794286477,1831.38,24
PYHFH5844868121,6/14/2024 17:35,404359000000000.0,USA,67982920034,550.17,24
FUOBS7822746250,6/14/2024 17:36,122082000000000.0,Bangladesh,53247982489,1940.32,24
VVYOZ2764047458,6/14/2024 17:36,115097000000000.0,Argentina,63029819673,1914.69,24
EFEFT4783262200,6/14/2024 17:39,304714000000000.0,UK,67134091126,1304.67,24
FGINT7835568733,6/14/2024 17:39,521630000000000.0,Brazil,66865215063,1391.21,24
WAKZH7197083544,6/14/2024 17:47,497551000000000.0,Romania,56749215227,1984.08,24
SVSPA3386792602,6/14/2024 17:58,809469000000000.0,France,56761190365,299.48,24
EWJPJ2693598382,6/14/2024 18:03,543784000000000.0,Cambodia,21366211237,1099.81,24
MXMOD6650553124,6/14/2024 18:03,330639000000000.0,Netherlands,26582759673,843.11,24
XXJCM7310962241,6/14/2024 18:04,683818000000000.0,Nepal,59492329586,5598.64,24
ALUVZ6652006086,6/14/2024 18:11,275813000000000.0,Nigeria,63077168195,1058.7,24
EQVRQ7614394030,6/14/2024 18:13,149057000000000.0,Mexico,67436271833,1564.36,24
ZCGNE5579375879,6/14/2024 18:27,411057000000000.0,Croatia,25278625370,687.86,24
MICZS7472321414,6/14/2024 18:30,352706000000000.0,Qatar,56749897241,830.63,24
IWICH5504479673,6/14/2024 18:31,69620700000000.0,Portugal,20677088654,790.05,24
DTRLW7007768960,6/14/2024 18:32,189001000000000.0,Philippines,36583877289,1453.99,24
ORUKV1558674871,6/14/2024 18:36,732890000000000.0,Maldives,57400255896,991.6,24
LZUAT0796475609,6/14/2024 18:37,696496000000000.0,Czech Republic,56654600941,293.96,24
SHMCR1486491116,6/14/2024 18:37,469549000000000.0,Switzerland,66226661070,494.44,24
NQFDU8007966868,6/14/2024 18:38,924309000000000.0,Indonesia,53410863955,1635.2,24
GTDEB8668492456,6/14/2024 18:38,845540000000000.0,Qatar,56087005214,1530.12,24
DSAGE7463745984,6/14/2024 18:44,598918000000000.0,New Zealand,57570363021,145.3,24
MDGWK0830683413,6/14/2024 18:47,766820000000000.0,Russia,57325838107,596.6,24
CTRQM6302747140,6/14/2024 18:50,357958000000000.0,Tunisia,53103569338,1649.16,24
BGQQJ7793995623,6/14/2024 18:52,405676000000000.0,Peru,19230422192,1135.22,24
CWPEY4543246742,6/14/2024 19:01,438043000000000.0,Spain,10756250638,1123.88,24
PBEWB8062458982,6/14/2024 19:04,549123000000000.0,Cyprus,14412922627,1534.62,24
VXLRU7092335074,6/14/2024 19:07,440194000000000.0,Germany,23678548539,1983.41,24
XLQGJ1340911435,6/14/2024 19:14,904024000000000.0,Fiji,67139367184,1757.48,24
BYBKH8216432779,6/14/2024 19:16,723964000000000.0,Hong Kong,56635581695,516.28,24
UQEID7437466867,6/14/2024 19:21,544544000000000.0,Cyprus,18512915593,315.92,24
EBJGC9906628019,6/14/2024 19:25,416855000000000.0,Serbia,56081721855,685.91,24
DNZBB7060202902,6/14/2024 19:26,279451000000000.0,Pakistan,67730244495,27.36,24
SEZKD1548492624,6/14/2024 19:29,197860000000000.0,Austria,66388124070,224.84,24
SFYZM3846270081,6/14/2024 19:40,346541000000000.0,Kuwait,57225480195,957.21,24
QGCSH6666428741,6/14/2024 19:41,74996100000000.0,Sudan,33657633148,996.51,24
DQTEX1835065655,6/14/2024 19:43,387239000000000.0,Italy,11135485677,1277.19,24
YHDJA3860958556,6/14/2024 19:43,467484000000000.0,South Korea,57131589978,69.13,24
OPMRA7030360535,6/14/2024 19:44,582278000000000.0,Australia,53100743487,893.39,24
UVYFI5139560341,6/14/2024 19:46,331962000000000.0,Poland,17141742045,316.81,24
GCOBA8179529977,6/14/2024 19:47,353283000000000.0,Uzbekistan,37748971292,1040.87,24
GOGMF5223858713,6/14/2024 19:49,994523000000000.0,Czech Republic,50339232570,578.22,24
WSLDD3985486504,6/14/2024 19:52,629783000000000.0,Namibia,37665322815,797.4,24
BFTTL4676695839,6/14/2024 19:56,609772000000000.0,Dominican Republic,56560888259,1521.0,24
UMGHB7478203807,6/14/2024 20:06,7664340000000.0,Estonia,37442599868,133.88,24
IZOZO0524189886,6/14/2024 20:08,626174000000000.0,Indonesia,62702792927,817.37,24
RITXU7235663272,6/14/2024 20:10,113124000000000.0,Singapore,15485218364,274.35,24
SDCKM7803597009,6/14/2024 20:13,911283000000000.0,Tanzania,53976519664,1296.02,24
HUNWT6444434051,6/14/2024 20:18,323455000000000.0,Slovenia,10619913413,794.6,24
FUCXV7296748563,6/14/2024 20:21,281025000000000.0,Bulgaria,27720225540,1087.02,24
REILA9654016115,6/14/2024 20:26,586084000000000.0,Zimbabwe,14926312572,371.54,24
RMIAX3368044419,6/14/2024 20:35,973593000000000.0,Poland,57241088588,1429.51,24
CZETF1685957891,6/14/2024 20:41,405593000000000.0,Thailand,63045413351,1293.68,24
EPOLG9291830062,6/14/2024 20:47,741918000000000.0,Croatia,17011497973,1753.29,24
RJXWU4653166679,6/14/2024 20:48,843076000000000.0,UK,36172089560,1496.48,24
WZUZR4474435244,6/14/2024 20:54,473302000000000.0,El Salvador,53022390368,1258.94,24
ECJRV8922541109,6/14/2024 20:58,813360000000000.0,Germany,55906974876,1037.45,24
LIYZC5974991114,6/14/2024 20:58,210448000000000.0,Morocco,23912114817,476.62,24
GIYGC9237569676,6/14/2024 21:01,271304000000000.0,Poland,56301711486,936.82,24
HBVDM4043416829,6/14/2024 21:01,303935000000000.0,Hong Kong,63868569402,1033.1,24
QMLMK9726120619,6/14/2024 21:03,593984000000000.0,Cyprus,53792621268,1802.3,24
HLJXX9160303917,6/14/2024 21:08,981921000000000.0,Denmark,37785119994,785.99,24
OPBVW1061239112,6/14/2024 21:20,754593000000000.0,El Salvador,63929093080,1528.97,24
VHDUX6866894932,6/14/2024 21:23,347644000000000.0,Venezuela,56338336418,1645.58,24
GHMSJ0456236186,6/14/2024 21:24,369717000000000.0,Panama,56773333541,1386.73,24
YRFWY5060664564,6/14/2024 21:25,421963000000000.0,Malta,53117616908,721.02,24
WFERI0296036608,6/14/2024 21:28,992388000000000.0,Germany,67954866171,529.01,24
EEGDM3797915777,6/14/2024 21:32,726915000000000.0,Norway,53848300741,1996.9,24
GMIWN1926879192,6/14/2024 21:33,846688000000000.0,Cyprus,53284306026,1637.56,24
RWMHT0983318806,6/14/2024 21:35,331962000000000.0,Poland,61887129740,66.29,24
RSKRD0758125888,6/14/2024 21:41,64834700000000.0,Argentina,60573621433,1402.76,24
KZFFX1816383558,6/14/2024 21:42,711697000000000.0,Brazil,61923641529,1424.56,24
VEDOJ8120251858,6/14/2024 21:44,227099000000000.0,Saudi Arabia,54158743579,1224.95,24
EKRSW9042315630,6/14/2024 21:44,474234000000000.0,Malta,53502147601,772.3,24
HFZPR9541751172,6/14/2024 21:51,794985000000000.0,Vietnam,56300756408,955.51,24
CHWTZ4404317177,6/14/2024 21:54,880913000000000.0,Mauritius,53242807079,270.49,24
UKIYS6365678960,6/14/2024 22:06,893200000000000.0,Vietnam,10251152049,1018.77,24
VWVUK5907900410,6/14/2024 22:12,322828000000000.0,Japan,57750241403,1005.09,24
MECLS2004507113,6/14/2024 22:13,380077000000000.0,Cyprus,12879478198,1931.18,24
WABSU9829362656,6/14/2024 22:23,14572200000000.0,Afghanistan,56694752302,55.48,24
CPQHS1236691819,6/14/2024 22:37,181851000000000.0,Angola,64252010279,1722.22,24
ATYAD1620091759,6/14/2024 22:42,931040000000000.0,Slovakia,38901205705,1692.77,24
SHBYQ7250085910,6/14/2024 22:47,873772000000000.0,Nepal,63828787947,1507.41,24
LISAX2825733304,6/14/2024 22:50,188553000000000.0,Kuwait,16721866652,1967.23,24
IZOUG4632639302,6/14/2024 22:50,32583500000000.0,Tunisia,57174256909,1027.06,24
ZFOSU6370911318,6/14/2024 22:53,33094700000000.0,Luxembourg,66203512883,1818.9,24
CZVFF7951909912,6/14/2024 22:56,300059000000000.0,Japan,61882953496,1342.98,24
OCBDE8460341562,6/14/2024 23:03,440107000000000.0,Oman,67603206041,537.52,24
VLZFO1075012325,6/14/2024 23:06,259766000000000.0,Cambodia,66467121649,172.37,24
RNELS5321669621,6/14/2024 23:19,79181000000000.0,Japan,67155610603,767.01,24
GLHMZ1722203392,6/14/2024 23:22,923858000000000.0,Switzerland,69930190929,601.12,24
YMRTR1670944252,6/14/2024 23:27,575499000000000.0,Zambia,56699512045,1756.2,24
IWIWB8106594291,6/14/2024 23:29,195690000000000.0,UK,67152742682,75.51,24
CFHLB6901945251,6/14/2024 23:32,481739000000000.0,Yemen,53335061158,1069.81,24
HMRMU5186201630,6/14/2024 23:47,884580000000000.0,South Africa,62970840411,1158.0,24
BODWX6587551514,6/14/2024 23:53,363410000000000.0,Estonia,56351098819,165.38,24
RQVXU1325923500,6/14/2024 23:53,20004700000000.0,Slovakia,56766718279,8510.9,24
NJQJE5628514717,6/14/2024 23:54,554781000000000.0,Uganda,63989368780,1889.71,24
GRWFN3144413058,6/15/2024 0:02,14774600000000.0,Costa Rica,53589047666,438.02,24
VUBDH8980069948,6/15/2024 0:03,843553000000000.0,Canada,17636494933,1372.28,24
MMZHR5389419080,6/15/2024 0:06,718148000000000.0,Yemen,56023422980,772.77,24
EWIVG2945106748,6/15/2024 0:08,662160000000000.0,Lebanon,66447311852,1439.73,24
GQVPP0184338818,6/15/2024 0:14,579073000000000.0,Nepal,66478307486,1774.56,24
WZIXX2659141877,6/15/2024 0:19,117865000000000.0,New Zealand,14926312572,1445.59,24
YZOHH0743123480,6/15/2024 0:21,15648300000000.0,Italy,62645855133,411.97,24
NJEPZ3518111827,6/15/2024 0:24,391650000000000.0,Pakistan,57827722444,1016.7,24
TGBAE1251031146,6/15/2024 0:29,606403000000000.0,Libya,53469616261,1194.33,24
XTPTO9086834683,6/15/2024 0:32,623682000000000.0,Lebanon,69996600051,1898.0,24
EYAMI7353862904,6/15/2024 0:36,22695700000000.0,Iran,38399964746,905.1,24
SKFVD1571600436,6/15/2024 0:42,92620500000000.0,USA,67876163936,138.34,24
UFWWG0220702852,6/15/2024 0:56,194908000000000.0,Peru,66376457768,1193.28,24
SKZIR2928177226,6/15/2024 0:57,806819000000000.0,Malaysia,63313689439,859.81,24
YAFGR7965847191,6/15/2024 0:57,61104800000000.0,Sudan,58315903529,1803.57,24
BIZTB7430968698,6/15/2024 1:06,936588000000000.0,Malta,56376067696,568.75,24
UHAXY8457757727,6/15/2024 1:09,338555000000000.0,Jordan,66595372988,1479.52,24
